!!SBtab TableName='Reaction' TableType='Reaction' Document='reducedYeast_ECM' Date='2018-11-23' SBtabVersion='1.0'								
!ID	!ReactionFormula	!Name	!NameForPlots	!Identifiers:kegg.reaction	!IsReversible	!Gene	!KineticLaw:Name	!KineticLaw:Formula
GAL1	ATP_c_ + GAL_c_ <=> ADP_c_ + GALP_c_	GAL1	GAL1	R01092	TRUE	YGR192C	Common saturable (CM)	u_R1 * ( kC_R1 * sqrt( kEQ_R1  * kM_R1_ATP_c_ * kM_R1_GAL_c_ / kM_R1_ADP_c_ / kM_R1_GALP_c_ ) * ( ATP_c_ / kM_R1_ATP_c_ ) * ( GAL_c_ / kM_R1_GAL_c_ ) - kC_R1 / sqrt( kEQ_R1  * kM_R1_ATP_c_ * kM_R1_GAL_c_ / kM_R1_ADP_c_ / kM_R1_GALP_c_ ) * ( ADP_c_ / kM_R1_ADP_c_ ) * ( GALP_c_ / kM_R1_GALP_c_ ) ) / ( ( 1 + ATP_c_ / kM_R1_ATP_c_ ) * ( 1 + GAL_c_ / kM_R1_GAL_c_ ) + ( 1 + ADP_c_ / kM_R1_ADP_c_ ) * ( 1 + GALP_c_ / kM_R1_GALP_c_ ) - 1 )
Michaelis constant	PDH	PYR_m_	0.4	mM	R00209	C00022	kM_R32_PYR_m_	
Michaelis constant	PCK	OAA_c_	0.014	mM	R00341	C00036	kM_R35_OAA_c_	
Michaelis constant	PYC	OAA_c_	NaN	mM	R00344	C00036	kM_R36_OAA_c_	
Michaelis constant	GAL1	GAL_c_	0.539	mM	R01092	C00124	kM_R1_GAL_c_	
Michaelis constant	GAL1	GALP_c_	NaN	mM	R01092	C00446	kM_R1_GALP_c_	
Michaelis constant	GAL7b	GALP_c_	4	mM	R00502	C00446	kM_R3_GALP_c_	
Michaelis constant	GAL10	GALUDP_c_	0.29	mM		C00052	kM_R2_GALUDP_c_	
Michaelis constant	GAL7b	GALUDP_c_	0.141	mM	R00502	C00052	kM_R3_GALUDP_c_	
Michaelis constant	GAL10	GLUUDP_c_	0.78	mM		C00029	kM_R2_GLUUDP_c_	
Michaelis constant	GAL7b	GLUUDP_c_	0.2	mM	R00502	C00029	kM_R3_GLUUDP_c_	
Michaelis constant	GAL7b	G1P_c_	0.14	mM	R00502	C00103	kM_R3_G1P_c_	
Michaelis constant	PGM1_2	G1P_c_	0.02	mM	R08639	C00103	kM_R4_G1P_c_	
Michaelis constant	ICL1	Glyoxylate_m_	0.014	mM	R00479	C00048	kM_R30_Glyoxylate_m_	
Michaelis constant	MLS1	Glyoxylate_m_	0.093	mM	R00472	C00048	kM_R31_Glyoxylate_m_	
Michaelis constant	KGD1	Succinyl_CoA_m_	NaN	mM		C00091	kM_R41_Succinyl_CoA_m_	
Michaelis constant	LSC2	Succinyl_CoA_m_	0.0221	mM	R00405	C00091	kM_R42_Succinyl_CoA_m_	
Michaelis constant	MLS1	H2O_m_	NaN	mM	R00472	C00001	kM_R31_H2O_m_	
Michaelis constant	CIT	H2O_m_	NaN	mM		C00001	kM_R37_H2O_m_	
Michaelis constant	FUM1	H2O_m_	NaN	mM	R01082	C00001	kM_R43_H2O_m_	
Michaelis constant	COX1	H2O_m_	NaN	mM	R00081	C00001	kM_R49_H2O_m_	
Michaelis constant	ATP1	H2O_m_	NaN	mM		C00001	kM_R50_H2O_m_	
Michaelis constant	FBP	H2O_c_	NaN	mM	R00762	C00001	kM_R8_H2O_c_	
Michaelis constant	ENO	H2O_c_	NaN	mM	R00658	C00001	kM_R14_H2O_c_	
Michaelis constant	PGL	H2O_c_	0.29	mM	R02035	C00001	kM_R17_H2O_c_	
Michaelis constant	GPP	H2O_c_	NaN	mM	R00841	C00001	kM_R25_H2O_c_	
Michaelis constant	ALD6	H2O_c_	NaN	mM	R00711	C00001	kM_R28_H2O_c_	
Michaelis constant	ALD2	H2O_c_	NaN	mM	R00711	C00001	kM_R29_H2O_c_	
Michaelis constant	ACS	H2O_c_	NaN	mM	R00235	C00001	kM_R33_H2O_c_	
Michaelis constant	PYC	HCO3_c_	NaN	mM	R00344	C00288	kM_R36_HCO3_c_	
substrate catalytic rate constant	GAL1		55.8	1/s	R01092		kcrfrf_R1	
substrate catalytic rate constant	GAL10		9860	1/s			kcrf_R2	
substrate catalytic rate constant	GAL7b		324.075	1/s	R00502		kcrf_R3	
substrate catalytic rate constant	PGM1_2		0.74	1/s	R08639		kcrf_R4	
substrate catalytic rate constant	HXK		560	1/s	R00299		kcrf_R5	
substrate catalytic rate constant	PGI		2765	1/s	R00771		kcrf_R6	
substrate catalytic rate constant	PFK		174.8333	1/s	R00756		kcrf_R7	
substrate catalytic rate constant	FBP		4.9	1/s	R00762		kcrf_R8	
substrate catalytic rate constant	FBA		46	1/s			kcrf_R9	
substrate catalytic rate constant	TPI		500	1/s			kcrf_R10	
substrate catalytic rate constant	GLD		107.454	1/s			kcrf_R11	
substrate catalytic rate constant	PGK		963.1	1/s	R01512		kcrf_R12	
substrate catalytic rate constant	GPM		1085.5	1/s	R01518		kcrf_R13	
substrate catalytic rate constant	ENO		74.6171	1/s	R00658		kcrf_R14	
substrate catalytic rate constant	CDC		232	1/s	R00200		kcrf_R15	
substrate catalytic rate constant	ZWF		274.1	1/s	R00835		kcrf_R16	
substrate catalytic rate constant	PGL		NaN	1/s	R02035		kcrf_R17	
substrate catalytic rate constant	GND		22.1	1/s	R01528		kcrf_R18	
substrate catalytic rate constant	RPI		50	1/s			kcrf_R19	
substrate catalytic rate constant	RPE		2642.5	1/s	R01529		kcrf_R20	
substrate catalytic rate constant	TKLa		NaN	1/s			kcrf_R21	
substrate catalytic rate constant	TAL1		13.908	1/s			kcrf_R22	
substrate catalytic rate constant	TKLb		NaN	1/s			kcrf_R23	
substrate catalytic rate constant	DAR		390	1/s	R00842		kcrf_R24	
substrate catalytic rate constant	GPP		833	1/s	R00841		kcrf_R25	
substrate catalytic rate constant	PDC		207	1/s	R00224		kcrf_R26	
substrate catalytic rate constant	ADH1		895.4	1/s	R00754		kcrf_R27	
substrate catalytic rate constant	ALD6		4.52	1/s	R00711		kcrf_R28	
substrate catalytic rate constant	ALD2		240	1/s	R00711		kcrf_R29	
substrate catalytic rate constant	ICL1		65.5	1/s	R00479		kcrf_R30	
substrate catalytic rate constant	MLS1		46.6571	1/s	R00472		kcrf_R31	
substrate catalytic rate constant	PDH		574	1/s	R00209		kcrf_R32	
substrate catalytic rate constant	ACS		9400	1/s	R00235		kcrf_R33	
substrate catalytic rate constant	ADK1_1		325	1/s	R00127		kcrf_R34	
substrate catalytic rate constant	PCK		38	1/s	R00341		kcrf_R35	
substrate catalytic rate constant	PYC		60	1/s	R00344		kcrf_R36	
substrate catalytic rate constant	CIT		167	1/s			kcrf_R37	
substrate catalytic rate constant	ACO		5.3	1/s			kcrf_R38	
substrate catalytic rate constant	IDH		255	1/s	R00709		kcrf_R39	
substrate catalytic rate constant	IDPH		255	1/s			kcrf_R40	
substrate catalytic rate constant	KGD1		NaN	1/s			kcrf_R41	
substrate catalytic rate constant	LSC2		79.083	1/s	R00405		kcrf_R42	
substrate catalytic rate constant	FUM1		436.4545	1/s	R01082		kcrf_R43	
substrate catalytic rate constant	MDH1		139	1/s	R00342		kcrf_R44	
substrate catalytic rate constant	SDH		60	1/s			kcrf_R45	
substrate catalytic rate constant	NDI1		0.031	1/s			kcrf_R46	
substrate catalytic rate constant	NDE2		0.031	1/s			kcrf_R47	
substrate catalytic rate constant	RIP1		143	1/s			kcrf_R48	
substrate catalytic rate constant	COX1		1500	1/s	R00081		kcrf_R49	
substrate catalytic rate constant	ATP1		390	1/s			kcrf_R50	
product catalytic rate constant	GAL1		55.8	1/s	R01092		kcrrrf_R1	
product catalytic rate constant	GAL10		9860	1/s			kcrr_R2	
product catalytic rate constant	GAL7b		324.075	1/s	R00502		kcrr_R3	
product catalytic rate constant	PGM1_2		0.74	1/s	R08639		kcrr_R4	
product catalytic rate constant	HXK		560	1/s	R00299		kcrr_R5	
product catalytic rate constant	PGI		32.4	1/s	R00771		kcrr_R6	
product catalytic rate constant	PFK		174.8333	1/s	R00756		kcrr_R7	
product catalytic rate constant	FBP		4.9	1/s	R00762		kcrr_R8	
product catalytic rate constant	FBA		12.6	1/s			kcrr_R9	
product catalytic rate constant	TPI		16700	1/s			kcrr_R10	
product catalytic rate constant	GLD		107.454	1/s			kcrr_R11	
product catalytic rate constant	PGK		354	1/s	R01512		kcrr_R12	
product catalytic rate constant	GPM		1085.5	1/s	R01518		kcrr_R13	
product catalytic rate constant	ENO		74.6171	1/s	R00658		kcrr_R14	
product catalytic rate constant	CDC		232	1/s	R00200		kcrr_R15	
product catalytic rate constant	ZWF		274.1	1/s	R00835		kcrr_R16	
product catalytic rate constant	PGL		NaN	1/s	R02035		kcrr_R17	
product catalytic rate constant	GND		23.3	1/s	R01528		kcrr_R18	
product catalytic rate constant	RPI		15100	1/s			kcrr_R19	
product catalytic rate constant	RPE		2642.5	1/s	R01529		kcrr_R20	
product catalytic rate constant	TKLa		NaN	1/s			kcrr_R21	
product catalytic rate constant	TAL1		13.908	1/s			kcrr_R22	
product catalytic rate constant	TKLb		NaN	1/s			kcrr_R23	
product catalytic rate constant	DAR		390	1/s	R00842		kcrr_R24	
product catalytic rate constant	GPP		833	1/s	R00841		kcrr_R25	
product catalytic rate constant	PDC		570	1/s	R00224		kcrr_R26	
product catalytic rate constant	ADH1		895.4	1/s	R00754		kcrr_R27	
product catalytic rate constant	ALD6		4.52	1/s	R00711		kcrr_R28	
product catalytic rate constant	ALD2		240	1/s	R00711		kcrr_R29	
product catalytic rate constant	ICL1		65.5	1/s	R00479		kcrr_R30	
product catalytic rate constant	MLS1		46.6571	1/s	R00472		kcrr_R31	
product catalytic rate constant	PDH		486	1/s	R00209		kcrr_R32	
product catalytic rate constant	ACS		9400	1/s	R00235		kcrr_R33	
product catalytic rate constant	ADK1_1		783	1/s	R00127		kcrr_R34	
product catalytic rate constant	PCK		65	1/s	R00341		kcrr_R35	
product catalytic rate constant	PYC		60	1/s	R00344		kcrr_R36	
product catalytic rate constant	CIT		167	1/s			kcrr_R37	
product catalytic rate constant	ACO		1.1	1/s			kcrr_R38	
product catalytic rate constant	IDH		255	1/s	R00709		kcrr_R39	
product catalytic rate constant	IDPH		255	1/s			kcrr_R40	
product catalytic rate constant	KGD1		NaN	1/s			kcrr_R41	
product catalytic rate constant	LSC2		79.083	1/s	R00405		kcrr_R42	
product catalytic rate constant	FUM1		436.4545	1/s	R01082		kcrr_R43	
product catalytic rate constant	MDH1		1870	1/s	R00342		kcrr_R44	
product catalytic rate constant	SDH		60	1/s			kcrr_R45	
product catalytic rate constant	NDI1		0.031	1/s			kcrr_R46	
product catalytic rate constant	NDE2		0.031	1/s			kcrr_R47	
product catalytic rate constant	RIP1		143	1/s			kcrr_R48	
product catalytic rate constant	COX1		1500	1/s	R00081		kcrr_R49	
product catalytic rate constant	ATP1		390	1/s			kcrr_R50	
%								
concentration		MAL_m_	1	mM		C00149	c_MAL_m_	
concentration		AKG_m_	1	mM		C00026	c_AKG_m_	
concentration		P2G_c_	1	mM		C00631	c_P2G_c_	
concentration		P3G_c_	1	mM		C00197	c_P3G_c_	
concentration		P13G_c_	1	mM		C00236	c_P13G_c_	
concentration		G15L_c_	1	mM		C01236	c_G15L_c_	
concentration		P6G_c_	1	mM		C00345	c_P6G_c_	
concentration		ACA_c_	1	mM		C00084	c_ACA_c_	
concentration		AC_c_	1	mM		C00033	c_AC_c_	
concentration		ACCOA_c_	1	mM		C00024	c_ACCOA_c_	
concentration		ACCOA_m_	1	mM		C00024	c_ACCOA_m_	
concentration		ADP_c_	1	mM		C00008	c_ADP_c_	
concentration		GLC_c_	1	mM		C00031	c_GLC_c_	
concentration		G6P_c_	1	mM		C00092	c_G6P_c_	
concentration		ATP_c_	1	mM		C00002	c_ATP_c_	
concentration		AMP_c_	1	mM		C00020	c_AMP_c_	
concentration		F16P_c_	1	mM		C00354	c_F16P_c_	
concentration		F6P_c_	1	mM		C00085	c_F6P_c_	
concentration		BIOMASS_c_	1	mM			c_BIOMASS_c_	
concentration		CI_m_	1	mM		C00158	c_CI_m_	
concentration		CO2_c_	1	mM		C00011	c_CO2_c_	
concentration		CO2_m_	1	mM		C00011	c_CO2_m_	
concentration		COA_c_	1	mM		C00010	c_COA_c_	
concentration		COA_m_	1	mM		C00010	c_COA_m_	
concentration		E4P_c_	1	mM		C00279	c_E4P_c_	
concentration		GA3P_c_	1	mM		C00661	c_GA3P_c_	
concentration		R5P_c_	1	mM		C03736	c_R5P_c_	
concentration		RU5P_c_	1	mM		C00199	c_RU5P_c_	
concentration		X5P_c_	1	mM		C00231	c_X5P_c_	
concentration		ETH_c_	1	mM		C00469	c_ETH_c_	
concentration		FUM_m_	1	mM		C00122	c_FUM_m_	
concentration		GP_c_	1	mM		C00093	c_GP_c_	
concentration		GLY_c_	1	mM		C00116	c_GLY_c_	
concentration		DHAP_c_	1	mM		C00111	c_DHAP_c_	
concentration		ICI_m_	1	mM		C00311	c_ICI_m_	
concentration		NAD_c_	1	mM		C00003	c_NAD_c_	
concentration		NAD_m_	1	mM		C00003	c_NAD_m_	
concentration		NADH_c_	1	mM		C00004	c_NADH_c_	
concentration		NADH_m_	1	mM		C00004	c_NADH_m_	
concentration		NADP_c_	1	mM		C00006	c_NADP_c_	
concentration		NADP_m_	1	mM		C00006	c_NADP_m_	
concentration		NADPH_c_	1	mM		C00005	c_NADPH_c_	
concentration		NADPH_m_	1	mM		C00005	c_NADPH_m_	
concentration		O2_c_	1	mM		C00007	c_O2_c_	
concentration		OAA_m_	1	mM		C00036	c_OAA_m_	
concentration		PI_c_	1	mM		C00009	c_PI_c_	
concentration		PEP_c_	1	mM		C00074	c_PEP_c_	
concentration		PYR_c_	1	mM		C00022	c_PYR_c_	
concentration		S7P_c_	1	mM		C05382	c_S7P_c_	
concentration		SUC_m_	1	mM		C00042	c_SUC_m_	
concentration		ubiquinone_6_m_	1	mM		C00399	c_ubiquinone_6_m_	
concentration		ubiquinol_6_m_	1	mM		C00390	c_ubiquinol_6_m_	
concentration		Ferricytochrome_c_m_	1	mM		C15817	c_Ferricytochrome_c_m_	
concentration		Ferrocytochrome_c_m_	1	mM		C15817	c_Ferrocytochrome_c_m_	
concentration		H_m_	1	mM		C00080	c_H_m_	
concentration		H_i_	1	mM		C00080	c_H_i_	
concentration		growthProteinAlt_c_	1	mM			c_growthProteinAlt_c_	
concentration		growthProtein_c_	1	mM			c_growthProtein_c_	
concentration		growthRNA_c_	1	mM			c_growthRNA_c_	
concentration		growthDNA_c_	1	mM			c_growthDNA_c_	
concentration		growthLipid_c_	1	mM			c_growthLipid_c_	
concentration		growthGlycogen_c_	1	mM			c_growthGlycogen_c_	
concentration		growthTrehalose_c_	1	mM			c_growthTrehalose_c_	
concentration		growthMannan_c_	1	mM			c_growthMannan_c_	
concentration		growthGlucan_c_	1	mM			c_growthGlucan_c_	
concentration		growthMaintainance_c_	1	mM			c_growthMaintainance_c_	
concentration		ATP_m_	1	mM		C00002	c_ATP_m_	
concentration		ADP_m_	1	mM		C00008	c_ADP_m_	
concentration		PI_m_	1	mM		C00009	c_PI_m_	
concentration		PYR_m_	1	mM		C00022	c_PYR_m_	
concentration		OAA_c_	1	mM		C00036	c_OAA_c_	
concentration		GAL_c_	1	mM		C00124	c_GAL_c_	
concentration		GALP_c_	1	mM		C00446	c_GALP_c_	
concentration		GALUDP_c_	1	mM		C00052	c_GALUDP_c_	
concentration		GLUUDP_c_	1	mM		C00029	c_GLUUDP_c_	
concentration		G1P_c_	1	mM		C00103	c_G1P_c_	
concentration		Glyoxylate_m_	1	mM		C00048	c_Glyoxylate_m_	
concentration		Succinyl_CoA_m_	1	mM		C00091	c_Succinyl_CoA_m_	
concentration		H2O_m_	1	mM		C00001	c_H2O_m_	
concentration		H2O_c_	1	mM		C00001	c_H2O_c_	
concentration		HCO3_c_	1	mM		C00288	c_HCO3_c_	
concentration of enzyme	GAL1		1	mM	R01092		u_R1	
concentration of enzyme	GAL10		1	mM			u_R2	
concentration of enzyme	GAL7b		1	mM	R00502		u_R3	
concentration of enzyme	PGM1_2		1	mM	R08639		u_R4	
concentration of enzyme	HXK		1	mM	R00299		u_R5	
concentration of enzyme	PGI		1	mM	R00771		u_R6	
concentration of enzyme	PFK		1	mM	R00756		u_R7	
concentration of enzyme	FBP		1	mM	R00762		u_R8	
concentration of enzyme	FBA		1	mM			u_R9	
concentration of enzyme	TPI		1	mM			u_R10	
concentration of enzyme	GLD		1	mM			u_R11	
concentration of enzyme	PGK		1	mM	R01512		u_R12	
concentration of enzyme	GPM		1	mM	R01518		u_R13	
concentration of enzyme	ENO		1	mM	R00658		u_R14	
concentration of enzyme	CDC		1	mM	R00200		u_R15	
concentration of enzyme	ZWF		1	mM	R00835		u_R16	
concentration of enzyme	PGL		1	mM	R02035		u_R17	
concentration of enzyme	GND		1	mM	R01528		u_R18	
concentration of enzyme	RPI		1	mM			u_R19	
concentration of enzyme	RPE		1	mM	R01529		u_R20	
concentration of enzyme	TKLa		1	mM			u_R21	
concentration of enzyme	TAL1		1	mM			u_R22	
concentration of enzyme	TKLb		1	mM			u_R23	
concentration of enzyme	DAR		1	mM	R00842		u_R24	
concentration of enzyme	GPP		1	mM	R00841		u_R25	
concentration of enzyme	PDC		1	mM	R00224		u_R26	
concentration of enzyme	ADH1		1	mM	R00754		u_R27	
concentration of enzyme	ALD6		1	mM	R00711		u_R28	
concentration of enzyme	ALD2		1	mM	R00711		u_R29	
concentration of enzyme	ICL1		1	mM	R00479		u_R30	
concentration of enzyme	MLS1		1	mM	R00472		u_R31	
concentration of enzyme	PDH		1	mM	R00209		u_R32	
concentration of enzyme	ACS		1	mM	R00235		u_R33	
concentration of enzyme	ADK1_1		1	mM	R00127		u_R34	
concentration of enzyme	PCK		1	mM	R00341		u_R35	
concentration of enzyme	PYC		1	mM	R00344		u_R36	
concentration of enzyme	CIT		1	mM			u_R37	
concentration of enzyme	ACO		1	mM			u_R38	
concentration of enzyme	IDH		1	mM	R00709		u_R39	
concentration of enzyme	IDPH		1	mM			u_R40	
concentration of enzyme	KGD1		1	mM			u_R41	
concentration of enzyme	LSC2		1	mM	R00405		u_R42	
concentration of enzyme	FUM1		1	mM	R01082		u_R43	
concentration of enzyme	MDH1		1	mM	R00342		u_R44	
concentration of enzyme	SDH		1	mM			u_R45	
concentration of enzyme	NDI1		1	mM			u_R46	
concentration of enzyme	NDE2		1	mM			u_R47	
concentration of enzyme	RIP1		1	mM			u_R48	
concentration of enzyme	COX1		1	mM	R00081		u_R49	
concentration of enzyme	ATP1		1	mM			u_R50	
